Episode;AvgDrag;AvgLift;AvgRecircArea
1;-0.1604471653699875;-0.023734357208013535;0.01071926485747099
2;-0.16549946479591324;-0.0013892354356748995;0.009438799435019862
3;-0.1560781404559995;0.01157914911034845;0.013215907998383045
4;-0.15833356222252787;0.01340820268964622;0.011883291946149167
5;-0.16346953142572332;0.006604191236856647;0.009820836809590274
6;-0.1585589635298576;0.011266289163014323;0.011739512939971906
7;-0.15137706335679985;0.006704587118651999;0.017734280714742194
8;-0.1577179624563382;0.01168983757653975;0.012800002872116035
9;-0.16019467824035222;0.008270337926164589;0.011004523063239492
10;-0.16679808081668102;0.02378287973079919;0.009035017036913354
11;-0.16224381301138135;0.02554669971148811;0.010068625337731691
12;-0.15765407751371832;0.02084228206303101;0.011881063820127352
13;-0.16463242344650222;0.0026711431658901505;0.009542573901974124
14;-0.16594676663846145;0.01585074339823346;0.009196843993792564
15;-0.1629094958673289;0.009183234048929687;0.010029254972152872
16;-0.16577133976382974;0.010975365173159652;0.009077272199002314
17;-0.16731083853009307;0.00427312995910513;0.008535053588817884
18;-0.16384171671337552;0.010115951796994331;0.009925046453689352
19;-0.16007410005286887;0.023111843900296213;0.010797278125896866
20;-0.15372290212431072;0.01287108912841233;0.014733850075690835
21;-0.1614887230852504;0.024467549568608426;0.010342643412266985
22;-0.15905944607875966;-0.004688837609453598;0.01147833621704284
23;-0.1655845570490684;-0.011621211441882303;0.009735760797780973
24;-0.16561307447192108;0.008969620889006758;0.009082352517425646
25;-0.16052312747931774;0.006685221778156299;0.011283408798921256
26;-0.15699416043581785;0.003671013977999129;0.013194621729630011
27;-0.16250987747569143;-0.0011103503662448974;0.010087751994070448
28;-0.16680840032336153;0.0015140474226935134;0.008938759745179135
29;-0.16347871317539686;-0.014386328411968368;0.010108345235111537
30;-0.1602619950565291;0.011882962714829503;0.011569706331708549
31;-0.15320875373151568;0.002306190343522668;0.01587685681787538
32;-0.15619097375575408;-0.00744138735068842;0.014217668863726251
33;-0.15979126237056873;0.01679953698551765;0.011260406281339166
34;-0.157095680280968;0.008354158098735763;0.011960434622050804
35;-0.15959268415415728;-0.011003462746141366;0.011393190773640885
36;-0.1567291912914794;-0.005709347267021471;0.01236235387393354
37;-0.16322987425474472;0.004268102636065853;0.009946484566654689
38;-0.16459265310823182;-0.006739920981095049;0.010240463085794523
39;-0.16092830863999733;0.0028257328146395998;0.010497123946516234
40;-0.15647921247982685;0.00518115388971098;0.012810905583110856
41;-0.1571616397669286;-0.0009888068671977106;0.01355794467859798
42;-0.16577403523303844;0.008919384070243801;0.009076933212072393
43;-0.16372250542964464;-0.005060496364690882;0.010443545298673857
44;-0.16056513845184703;-0.01111515287088339;0.01102330815506938
45;-0.1618087852810636;0.014754745631682095;0.01070781828214725
46;-0.16279223951292626;-0.0035326061832749453;0.009820490818884638
47;-0.1553524465325438;-0.007343778875552227;0.013610619875935861
48;-0.16275384691762335;-0.006523510443877047;0.009817820827902099
49;-0.16065293508547324;-0.010507741079454718;0.010614841589819134
50;-0.16224470970807253;0.011641879660134163;0.010710736487382725
51;-0.1616531784887667;-0.012552717979186992;0.010524189872782171
52;-0.16802181745017017;0.0037492197347078387;0.008138367853092927
53;-0.1526085674247624;-0.013120163849322844;0.017062764302539973
54;-0.1660539506099842;-0.006352100383034364;0.008967992908976697
55;-0.16037620864532612;-0.007344547068074282;0.010616703203154935
56;-0.15876692116996388;-0.005362975295391848;0.011791364560708588
57;-0.16328809369493413;0.005059090857799158;0.010389059999106843
58;-0.1617104384560644;0.004703728479453949;0.011212743609269828
59;-0.16136968071078076;0.007810039733345031;0.01042364656097359
60;-0.16639071419651125;0.003777381720544697;0.008788192253329871
61;-0.16156152623671072;-0.008867956764609258;0.01026163493225604
62;-0.15969347187030464;-0.002814059060959456;0.011518131961333163
63;-0.1596128938227524;0.01143519686245759;0.01228548302832577
64;-0.15773105088575387;-0.03340181822084605;0.011799859322239587
65;-0.1590946085953418;0.015104597050543827;0.011802899927176811
66;-0.16309717332875287;-0.017114194218665044;0.010349253439286978
67;-0.16355523736388594;-0.009929311380267645;0.010016240670035283
68;-0.16435302563655524;-0.005320984943877485;0.009892424614985048
69;-0.15651772818447632;0.008411498983090676;0.012805316761412002
70;-0.16292198872860567;0.015779704554090893;0.00993276736204639
71;-0.15972324467735527;-0.002816592733896992;0.010761016143232952
72;-0.16040011136620133;0.011214666453387407;0.010827220510461448
73;-0.1625901511274738;0.007408564062936399;0.0104247242823979
74;-0.15628821863068473;-0.007429409566891564;0.014284831740789943
75;-0.1634852186470856;0.01389435667482084;0.009809555647963727
76;-0.16398539340790408;0.009716775028105468;0.009749298006480122
77;-0.16007770043096425;0.00125398301226978;0.011204876890061078
78;-0.15943599124749502;-0.021217825160724433;0.011398280891187397
79;-0.1575658607998012;-0.020163630477374097;0.011765250652384611
80;-0.1607583463191986;-0.021445218072997558;0.010553361580787618
81;-0.15781334379572928;0.00757031269984217;0.011250875433102067
82;-0.15340267486778306;-0.015815082571324985;0.014896795313207456
83;-0.15720170849635276;-0.0009460516597198561;0.012660235730402264
84;-0.15974764575928818;0.00419707020559908;0.011799410135933646
85;-0.1619679026250486;-0.003005586196553468;0.010588540075185858
86;-0.16570793521992955;0.010019027775436562;0.008809719707264945
87;-0.1606262981818046;-0.007899206475723739;0.01140523305921643
88;-0.15340135611133812;-0.01801551071390507;0.016869006305933
89;-0.1630505269029994;-0.012574275701628699;0.009938046888988696
90;-0.16194732789640073;0.007101729297925807;0.010165147854268183
91;-0.15823685459148737;0.011004183257044829;0.011384468415499102
92;-0.15569701553126913;0.001777224159185057;0.013020890560691004
93;-0.16154038101802637;-0.0008906675043823428;0.011001665977140267
94;-0.15734064556934216;0.010100241454579023;0.012829357080713467
95;-0.1607214195124897;-0.010378186371756637;0.011196875831135262
96;-0.1643167343036628;-0.0020822962416054964;0.009259507197564767
97;-0.1535202763477961;0.020513606509565886;0.014447774215612882
98;-0.15815191242429946;0.0004004720354822456;0.014148062074809899
99;-0.16355404678686167;0.01091480369253133;0.010680807549966339
100;-0.1608733245104919;0.004528618017152271;0.011090619710768447
101;-0.16531114551756118;-0.0027663330378385983;0.009159103174590403
102;-0.15795183387067582;-0.008358246058445347;0.012603108695259801
103;-0.1571771945776763;0.008178466951699473;0.011985747053023474
104;-0.16103414974830768;-0.013103398333407516;0.011316360168067025
105;-0.1614266081209536;0.0033453337569400543;0.010913072103795446
106;-0.1584863641821308;0.006053684214983397;0.012975248399616024
107;-0.15865144984957613;0.004979427891523279;0.01217685424251321
108;-0.15729090530195353;0.006435447751783714;0.011681370229264836
109;-0.16608346069300617;0.002275285705592394;0.009411051284383845
110;-0.16135265019940742;0.010945013355033294;0.010696034039842126
111;-0.1617229605972031;0.015430959096027683;0.01089093077789854
112;-0.16222020275062984;-0.008259338369836633;0.009709503218807557
113;-0.15769885765917507;0.020928608362025085;0.012669904144641794
114;-0.15603566938712274;0.008434581480750363;0.013550685015449553
115;-0.1562760286125136;0.021086037782632405;0.014744478756630862
116;-0.1654301729687938;0.02819150479947568;0.009684886540067784
117;-0.16188957152543246;0.0029298955119237587;0.010697459896313556
118;-0.15769008140505095;-0.007139017598058189;0.01220211900908638
119;-0.15991263470531983;0.012055501172143197;0.010761449233525329
120;-0.16073771835109335;0.02430603092860425;0.010399688426175235
121;-0.16238507215623502;0.004639380541812437;0.009927843245275226
122;-0.15808160563309986;0.009104770354599258;0.011997787737644013
123;-0.15988912219618573;0.004451895674596646;0.011111277697814835
124;-0.15095768203705917;0.02625129197584034;0.01744902873158823
125;-0.1497075997090634;0.012112982494916111;0.018686683235437047
126;-0.15804657774942893;0.013450440420028265;0.012317438877567097
127;-0.15685964944921893;0.009497008103608096;0.012427577382344523
128;-0.16043329213872368;-0.003368340816904279;0.01098040145718389
129;-0.15959506422649195;-0.012531164309015658;0.011503706336205389
130;-0.16119984499466272;0.007958753393899383;0.011041819391151269
131;-0.1567231645701844;0.023438892997072136;0.01267627264706441
132;-0.1613846414251092;0.003872784675628214;0.010524878110966565
133;-0.1555329394266929;0.006192965727913147;0.014042933822414021
134;-0.160574242575669;0.0019315043980878042;0.010518914753640139
135;-0.15849383848684806;0.009852823387313329;0.012177897198240698
136;-0.1573613911057696;0.003306066632606046;0.012807450941591352
137;-0.15700515635219622;0.03027052795489313;0.01303108456188146
138;-0.160014640600593;0.008243079249090285;0.01139050400827402
139;-0.1611083816598963;0.017330285719303732;0.010111837030192953
140;-0.15673187417748533;0.011005936455971725;0.01346585536306655
141;-0.15738923175835315;-0.002536080981718655;0.012479436282574394
142;-0.15483389480614368;-0.004153013284403754;0.014360035647304705
143;-0.15750209934917497;0.03168328504382423;0.011985499331336698
144;-0.1594498407031283;0.013381574411831946;0.012153242626859817
145;-0.16192907515131397;0.00872980556559654;0.010727098805852878
146;-0.15811528357458704;0.006052364790804949;0.011957367286545995
147;-0.15941798126991885;0.009677193738400855;0.011975763581325242
148;-0.15726347223476128;0.021234015052700502;0.012607576651613654
149;-0.1608656111985077;0.01864474494395353;0.010145110545426975
150;-0.1547948197744511;-0.010876942475658359;0.01434467106229729
151;-0.15748833544460344;0.0089953288459758;0.012560078855833889
152;-0.15879087740992323;0.01497502575377933;0.01200525642959056
153;-0.1580832549009794;0.030245763810173992;0.011395175756863605
154;-0.1510331451083407;0.009514664401110538;0.01786835771192003
155;-0.16313963536862974;0.016903240565084104;0.011205130289596172
156;-0.15321198174982895;0.011663719772926767;0.015436412199963757
157;-0.15580135187249125;0.012939363340351352;0.013071619144836327
158;-0.15587066839506597;-0.0013306463165106296;0.012678446879173503
159;-0.1611241200014397;-0.011350569271778596;0.011262632339364953
160;-0.15597391303674674;-0.006542729059689728;0.013640690731965466
161;-0.1519040670291877;0.00036699934863272687;0.016733168641818157
162;-0.15836910205858726;-0.0037906734843667954;0.012727161324410527
163;-0.15326674493006717;-0.007434757954771034;0.014604393029930414
164;-0.15329338934686448;0.014343582947472042;0.015032051701420619
165;-0.15572564560690044;0.00767663292646628;0.013693215214175943
166;-0.1567470599471787;0.002668524120322049;0.012408574096582555
167;-0.15798697302370895;-0.007334696422352594;0.011779541916409392
168;-0.15835667580734064;-0.003796967634037252;0.012761789541461585
169;-0.1526282924634439;0.007768517130594931;0.01601877657673609
170;-0.16159751927411115;-0.004196131838558178;0.010524571483471879
171;-0.16504649418371695;0.023514894133476457;0.008995210704520161
172;-0.16277459767129687;-0.0013514338254158864;0.009950652975175115
173;-0.15769954320089316;-0.02258122379637904;0.012512263988639102
174;-0.16197792633816047;-0.008332070299169752;0.010875935874373457
175;-0.15286508974469737;-0.0046249483071203286;0.014737666913388688
176;-0.16203404584784567;1.6120179242994865e-05;0.010200438751942582
177;-0.15835876876925245;-0.00957672127864588;0.012138258789516526
178;-0.15738341293217223;0.00027002545678970135;0.012688795087606083
179;-0.16079858026386779;-0.0016022542747471304;0.01048623308631373
180;-0.1528848914820471;-0.0005223908600839176;0.016334242484543793
181;-0.16145802784113236;0.0047816555546934284;0.010573752371617305
182;-0.15876856551494128;-0.0013013800681758844;0.011416163703909627
183;-0.1533243011986768;0.022206788308371254;0.014613041922358082
184;-0.15958641170719523;0.013344594561958393;0.011355105481673906
185;-0.1551284325270005;0.019718331088551627;0.013574781535124337
186;-0.16248114468874755;0.022290111004761536;0.010430249859935339
187;-0.1521412632715555;0.0005617486613868724;0.01706424183729622
188;-0.16058510496292586;0.01110862698761425;0.01036545239250969
189;-0.15549972243515062;0.02344144954888673;0.012910850426573077
