Name;Episode;Step;Drag;RecircArea;lift
Simu_lift;1;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;1;100;0.011411024;-0.1581527;0.022516971
Simu_lift;1;200;0.011416437;-0.16022032;0.06346491
Simu_lift;1;300;0.010656184;-0.15739053;0.06830722
Simu_lift;1;400;0.011370903;-0.15448469;0.032774564
Simu_lift;1;500;0.011721159;-0.15688686;-0.019974569
Simu_lift;1;600;0.0117045045;-0.15632336;-0.049117092
Simu_lift;1;700;0.011987962;-0.1536774;-0.040279757
Simu_lift;1;800;0.0134529;-0.15369715;-0.003842719
Simu_lift;1;900;0.014140855;-0.15364541;0.031917874
Simu_lift;1;1000;0.014845518;-0.15171184;0.045749217
Simu_lift;1;1100;0.015705118;-0.15064022;0.032618556
Simu_lift;1;1200;0.016875278;-0.15089335;0.005431557
Simu_lift;1;1300;0.017704083;-0.1505762;-0.01632868
Simu_lift;1;1400;0.019480914;-0.14990889;-0.02102126
Simu_lift;1;1500;0.018680843;-0.14967409;-0.0095597785
Simu_lift;1;1600;0.019275906;-0.1494472;0.00778971
Simu_lift;1;1700;0.020058554;-0.14891177;0.020563161
Simu_lift;1;1800;0.020097295;-0.14839098;0.02400349
Simu_lift;1;1900;0.020402377;-0.14814232;0.018940104
Simu_lift;1;2000;0.021855446;-0.14810055;0.009943032
Simu_lift;1;2100;0.021915993;-0.14805822;0.0025401334
Simu_lift;1;2200;0.022043943;-0.14797212;3.2191307e-05
Simu_lift;1;2300;0.024095958;-0.14788215;0.0023657454
Simu_lift;1;2400;0.023760624;-0.14777818;0.0077184425
Simu_lift;1;2500;0.023263752;-0.14763227;0.013205549
Simu_lift;1;2600;0.024460707;-0.14747556;0.015736189
Simu_lift;1;2700;0.026144644;-0.14739962;0.014005019
Simu_lift;1;2800;0.025528774;-0.14740734;0.009137465
Simu_lift;1;2900;0.024872651;-0.14743008;0.003710828
Simu_lift;1;3000;0.024672922;-0.14742467;0.00071241177
Simu_lift;1;3100;0.025421703;-0.14740905;0.0018955391
Simu_lift;1;3200;0.025770752;-0.14738697;0.0062151114
Simu_lift;1;3300;0.026130922;-0.14732847;0.010806804
Simu_lift;1;3400;0.027177393;-0.14725776;0.012604844
Simu_lift;1;3500;0.026911648;-0.14724392;0.010167979
Simu_lift;1;3600;0.026552167;-0.14728373;0.0049292925
Simu_lift;1;3700;0.027415963;-0.14730686;0.00045155513
Simu_lift;1;3800;0.026200965;-0.14731239;-0.00012583935
Simu_lift;1;3900;0.026865514;-0.14732628;0.0038047656
Simu_lift;1;4000;0.026874889;-0.1473052;0.00973429
Simu_lift;1;4100;0.02689748;-0.14723635;0.013525511
Simu_lift;1;4200;0.027279727;-0.14721587;0.012396023
Simu_lift;1;4300;0.026176244;-0.14727461;0.007228814
Simu_lift;1;4400;0.027619118;-0.14732645;0.002043387
Simu_lift;1;4500;0.026598671;-0.14735265;0.0009109441
Simu_lift;1;4600;0.02619639;-0.14738105;0.005029581
Simu_lift;1;4700;0.026570477;-0.14736219;0.011740413
Simu_lift;1;4800;0.02662542;-0.14727892;0.016281977
Simu_lift;1;4900;0.027243486;-0.14726232;0.015047603
Simu_lift;1;5000;0.025962906;-0.14736041;0.0088404445
Simu_lift;1;5100;0.025972735;-0.14744455;0.0023507616
Simu_lift;1;5200;0.02632596;-0.14748034;0.0004750284
Simu_lift;1;5300;0.025583504;-0.14751786;0.004641195
Simu_lift;1;5400;0.026929224;-0.14750609;0.011741138
Simu_lift;1;5500;0.026004495;-0.1474246;0.016318353
Simu_lift;1;5600;0.025475608;-0.14741923;0.014475018
Simu_lift;1;5700;0.025812337;-0.14752689;0.0073899045
Simu_lift;1;5800;0.025957227;-0.1476004;0.0003475353
Simu_lift;1;5900;0.026393924;-0.14762434;-0.0013429788
Simu_lift;1;6000;0.025778973;-0.14766651;0.0035770142
Simu_lift;1;6100;0.026275689;-0.14765373;0.011321642
Simu_lift;1;6200;0.025169576;-0.14756584;0.015773324
Simu_lift;1;6300;0.025183536;-0.14756581;0.013237856
Simu_lift;1;6400;0.025461596;-0.147662;0.0057597244
Simu_lift;1;6500;0.0255321;-0.147709;-0.00072041136
Simu_lift;1;6600;0.026102897;-0.14772725;-0.001204172
Simu_lift;1;6700;0.025722861;-0.14776386;0.0046529653
Simu_lift;1;6800;0.025559613;-0.14772823;0.012517314
Simu_lift;1;6900;0.024698216;-0.14762762;0.016158145
Simu_lift;1;7000;0.025463432;-0.14764497;0.012408992
Simu_lift;1;7100;0.024268268;-0.14774403;0.004362457
Simu_lift;1;7200;0.025326515;-0.14777412;-0.0014869248
Simu_lift;1;7300;0.026308391;-0.14779185;-0.0005342191
Simu_lift;1;7400;0.025333429;-0.14781886;0.0063584545
Simu_lift;1;7500;0.025014129;-0.14775422;0.014020047
Simu_lift;1;7600;0.025579011;-0.14765497;0.01640836
Simu_lift;1;7700;0.025527956;-0.14769262;0.011432962
Simu_lift;1;7800;0.024624022;-0.14778581;0.0030873164
Simu_lift;1;7900;0.025071701;-0.14780381;-0.0019467887
Simu_lift;1;8000;0.025214314;-0.14782366;0.000239167
Simu_lift;1;8100;0.025471067;-0.14783792;0.007879474
Simu_lift;1;8200;0.024964256;-0.14774883;0.015119958
Simu_lift;1;8300;0.025382297;-0.14765935;0.016258607
Simu_lift;1;8400;0.025070246;-0.14771566;0.010303027
Simu_lift;1;8500;0.024790008;-0.1477957;0.0020416398
Simu_lift;1;8600;0.025004402;-0.14780429;-0.0020108207
Simu_lift;1;8700;0.025484925;-0.14782585;0.0012188565
Simu_lift;1;8800;0.025949484;-0.14782484;0.009175113
Simu_lift;1;8900;0.024854725;-0.14772095;0.015718035
Simu_lift;1;9000;0.02509283;-0.14764872;0.015671602
Simu_lift;1;9100;0.024859661;-0.14771752;0.00905139
Simu_lift;1;9200;0.025230948;-0.14778252;0.0011852339
Simu_lift;1;9300;0.025817893;-0.14778632;-0.0017792176
Simu_lift;1;9400;0.026166571;-0.14780891;0.002349385
Simu_lift;1;9500;0.025309917;-0.14779201;0.010344168
Simu_lift;1;9600;0.024450852;-0.14768161;0.01602065
Simu_lift;1;9700;0.024809621;-0.14763097;0.01485827
Simu_lift;1;9800;0.02521735;-0.14770791;0.0077884574
Simu_lift;1;9900;0.025122624;-0.1477597;0.00047234946
Simu_lift;1;10000;0.026729885;-0.14776315;-0.001393455
Simu_lift;1;10100;0.025889285;-0.14778633;0.0035281263
Simu_lift;1;10200;0.026070418;-0.14775452;0.011430475
Simu_lift;1;10300;0.024716286;-0.14764348;0.016189106
Simu_lift;1;10400;0.024989937;-0.14761648;0.013969471
Simu_lift;1;10500;0.024550524;-0.14769936;0.0065452456
Simu_lift;1;10600;0.024805821;-0.14774019;-0.00018051283
Simu_lift;1;10700;0.025990488;-0.1477459;-0.0009901079
Simu_lift;1;10800;0.025477398;-0.14776894;0.004638503
Simu_lift;1;10900;0.025580721;-0.14772363;0.012393891
