Name;Episode;Step;RecircArea;Drag;lift
Simulation_lift;0;0;0.011713447;-0.15862954;0.016744647
Simulation_lift;0;10;0.01170286;-0.15857479;0.031637523
Simulation_lift;0;20;0.011802094;-0.1586295;0.03315667
Simulation_lift;0;30;0.011699304;-0.15875381;0.036516238
Simulation_lift;0;40;0.011350115;-0.15893246;0.040382188
Simulation_lift;0;50;0.011207472;-0.15915325;0.044242073
Simulation_lift;0;60;0.011197363;-0.15940419;0.04789627
Simulation_lift;0;70;0.011334538;-0.15967277;0.051265072
Simulation_lift;0;80;0.011821108;-0.15994605;0.0543103
Simulation_lift;0;90;0.011736519;-0.16021118;0.05699967
Simulation_lift;0;100;0.0114860935;-0.16045584;0.059299856
Simulation_lift;0;110;0.011511695;-0.16066879;0.061180364
Simulation_lift;0;120;0.011154303;-0.16084017;0.06261705
Simulation_lift;0;130;0.011000735;-0.16096199;0.06359298
Simulation_lift;0;140;0.01113116;-0.16102849;0.06409764
Simulation_lift;0;150;0.01112633;-0.16103622;0.064125866
Simulation_lift;0;160;0.010949615;-0.16098404;0.06367711
Simulation_lift;0;170;0.01104739;-0.16087312;0.062755354
Simulation_lift;0;180;0.010396341;-0.16070692;0.06136862
Simulation_lift;0;190;0.010844492;-0.16049102;0.059528414
Simulation_lift;0;200;0.010739111;-0.16023271;0.05724969
Simulation_lift;0;210;0.011146465;-0.1599405;0.054550886
Simulation_lift;0;220;0.010694864;-0.15962388;0.051453676
Simulation_lift;0;230;0.010799041;-0.15929303;0.047982655
Simulation_lift;0;240;0.010419568;-0.15895848;0.04416506
Simulation_lift;0;250;0.010540146;-0.15863071;0.040030662
Simulation_lift;0;260;0.0106794685;-0.15831977;0.035611767
Simulation_lift;0;270;0.010965189;-0.15803473;0.030943014
Simulation_lift;0;280;0.010929087;-0.15778343;0.026061017
Simulation_lift;0;290;0.01118137;-0.1575723;0.021004329
Simulation_lift;0;300;0.011597617;-0.15740629;0.01581434
Simulation_lift;0;310;0.011523983;-0.15728869;0.010537645
Simulation_lift;0;320;0.011293627;-0.157221;0.0052248496
Simulation_lift;0;330;0.011542101;-0.15720302;-7.740217e-05
Simulation_lift;0;340;0.01152235;-0.15722829;-0.004000834
Simulation_lift;0;350;0.011447967;-0.15729995;-0.009962084
Simulation_lift;0;360;0.011553813;-0.15741195;-0.0152747305
Simulation_lift;0;370;0.011893956;-0.15755787;-0.020231556
Simulation_lift;0;380;0.01186424;-0.15773071;-0.0249087
Simulation_lift;0;390;0.011702834;-0.1579227;-0.029312097
Simulation_lift;0;400;0.011237067;-0.15812543;-0.03343084
Simulation_lift;0;410;0.0110805975;-0.15833008;-0.037250515
Simulation_lift;0;420;0.011501956;-0.15852772;-0.040750124
Simulation_lift;0;430;0.011772794;-0.15870972;-0.04390136
Simulation_lift;0;440;0.011648995;-0.15886809;-0.046675358
Simulation_lift;0;450;0.011497626;-0.15899572;-0.049047753
Simulation_lift;0;460;0.011282831;-0.15908666;-0.0510002
Simulation_lift;0;470;0.01110489;-0.15913633;-0.052520085
Simulation_lift;0;480;0.011076558;-0.15914157;-0.053600058
Simulation_lift;0;490;0.010792734;-0.15910073;-0.054237507
Simulation_lift;0;500;0.011088004;-0.15901372;-0.054434195
Simulation_lift;0;510;0.011682172;-0.15888198;-0.054196067
Simulation_lift;0;520;0.011386564;-0.15870845;-0.053532843
Simulation_lift;0;530;0.011151593;-0.1584975;-0.052457556
Simulation_lift;0;540;0.0109876385;-0.15825476;-0.050985914
Simulation_lift;0;550;0.011196123;-0.15798692;-0.049135942
Simulation_lift;0;560;0.011006576;-0.15770143;-0.046928164
Simulation_lift;0;570;0.010951713;-0.15740606;-0.044385638
Simulation_lift;0;580;0.011533529;-0.1571086;-0.04153334
Simulation_lift;0;590;0.011628243;-0.15681681;-0.038397536
Simulation_lift;0;600;0.011404002;-0.15653819;-0.035005882
Simulation_lift;0;610;0.011444498;-0.1562797;-0.03138767
Simulation_lift;0;620;0.011409737;-0.1560474;-0.027573435
Simulation_lift;0;630;0.011077439;-0.15584633;-0.023594975
Simulation_lift;0;640;0.011529918;-0.15568036;-0.01948829
Simulation_lift;0;650;0.01161858;-0.15555212;-0.015294541
Simulation_lift;0;660;0.012088054;-0.15546305;-0.0110527715
Simulation_lift;0;670;0.012102209;-0.1554135;-0.006799299
Simulation_lift;0;680;0.0119589595;-0.15540257;-0.0025473859
Simulation_lift;0;690;0.012111785;-0.15542816;0.0016697298
Simulation_lift;0;700;0.0121413;-0.155487;0.0058111707
Simulation_lift;0;710;0.012407544;-0.15557496;0.009841565
Simulation_lift;0;720;0.01271399;-0.15568724;0.013727917
Simulation_lift;0;730;0.012902991;-0.15581848;0.017438347
Simulation_lift;0;740;0.012926413;-0.15596269;0.02094208
Simulation_lift;0;750;0.0131963575;-0.15611368;0.024211472
Simulation_lift;0;760;0.013229018;-0.15626512;0.027223337
Simulation_lift;0;770;0.012993743;-0.15641084;0.02995729
Simulation_lift;0;780;0.013188491;-0.15654492;0.03239469
Simulation_lift;0;790;0.0133307995;-0.15666202;0.034518797
Simulation_lift;0;800;0.0130975805;-0.15675743;0.03631523
Simulation_lift;0;810;0.012606229;-0.15682733;0.037772276
Simulation_lift;0;820;0.01279473;-0.15686885;0.038881034
Simulation_lift;0;830;0.012905482;-0.15688002;0.03963556
Simulation_lift;0;840;0.012628784;-0.15685984;0.040033013
Simulation_lift;0;850;0.012478556;-0.15680836;0.040073562
Simulation_lift;0;860;0.012861194;-0.15672667;0.03976017
Simulation_lift;0;870;0.012626367;-0.15661684;0.03909855
Simulation_lift;0;880;0.012955017;-0.15648177;0.038097292
Simulation_lift;0;890;0.012449812;-0.15632519;0.03676762
Simulation_lift;0;900;0.0125258975;-0.15615147;0.03512312
Simulation_lift;0;910;0.0126208775;-0.15596552;0.033179596
Simulation_lift;0;920;0.012789272;-0.15577245;0.030955132
Simulation_lift;0;930;0.012632593;-0.15557754;0.028469974
Simulation_lift;0;940;0.01260708;-0.155386;0.02574627
Simulation_lift;0;950;0.012516046;-0.1552028;0.02280793
Simulation_lift;0;960;0.012617544;-0.15503247;0.019680785
Simulation_lift;0;970;0.012856706;-0.15487891;0.016392091
Simulation_lift;0;980;0.013289648;-0.1547454;0.012969897
Simulation_lift;0;990;0.013248698;-0.15463449;0.009442727
Simulation_lift;0;1000;0.01336446;-0.15454805;0.0058399434
Simulation_lift;0;1010;0.013213388;-0.15448704;0.0021923976
Simulation_lift;0;1020;0.013607878;-0.15445153;-0.0014680823
Simulation_lift;0;1030;0.013482266;-0.15444078;-0.005109936
Simulation_lift;0;1040;0.013663185;-0.15445337;-0.008702851
Simulation_lift;0;1050;0.013951006;-0.15448718;-0.012217381
Simulation_lift;0;1060;0.013761051;-0.15453944;-0.015624489
Simulation_lift;0;1070;0.014122298;-0.15460686;-0.018895904
Simulation_lift;0;1080;0.014341609;-0.15468578;-0.022004725
Simulation_lift;0;1090;0.014296512;-0.1547722;-0.024925616
Simulation_lift;0;1100;0.0146181565;-0.15486203;-0.02763496
Simulation_lift;0;1110;0.014485283;-0.15495113;-0.03011127
Simulation_lift;0;1120;0.014473269;-0.15503539;-0.032335233
Simulation_lift;0;1130;0.014255943;-0.15511099;-0.03428958
Simulation_lift;0;1140;0.013719739;-0.15517433;-0.035959244
Simulation_lift;0;1150;0.014151472;-0.15522231;-0.037331734
Simulation_lift;0;1160;0.014908944;-0.15525243;-0.038397264
Simulation_lift;0;1170;0.015251943;-0.15526275;-0.03914874
Simulation_lift;0;1180;0.015101239;-0.15525205;-0.03958169
Simulation_lift;0;1190;0.014618655;-0.15521976;-0.039694276
Simulation_lift;0;1200;0.01361657;-0.15516609;-0.03948719
Simulation_lift;0;1210;0.014423632;-0.1550919;-0.038963605
Simulation_lift;0;1220;0.014290864;-0.15499887;-0.038129263
Simulation_lift;0;1230;0.014634502;-0.15488933;-0.03699245
Simulation_lift;0;1240;0.014109163;-0.1547662;-0.035563774
Simulation_lift;0;1250;0.013819205;-0.1546328;-0.033856142
Simulation_lift;0;1260;0.014027021;-0.15449283;-0.031884804
Simulation_lift;0;1270;0.014140368;-0.1543501;-0.029667076
Simulation_lift;0;1280;0.013953319;-0.1542086;-0.027222084
Simulation_lift;0;1290;0.013564141;-0.15407221;-0.024570726
Simulation_lift;0;1300;0.0135051645;-0.15394457;-0.021735596
Simulation_lift;0;1310;0.013157229;-0.15382905;-0.018740643
Simulation_lift;0;1320;0.013309059;-0.15372865;-0.015610927
Simulation_lift;0;1330;0.013840364;-0.15364581;-0.012372623
Simulation_lift;0;1340;0.013651749;-0.15358233;-0.009052842
Simulation_lift;0;1350;0.01372672;-0.15353945;-0.0056791767
Simulation_lift;0;1360;0.013601035;-0.15351775;-0.0022795456
Simulation_lift;0;1370;0.013452575;-0.15351726;0.0011178538
Simulation_lift;0;1380;0.013803609;-0.15353727;0.0044847624
Simulation_lift;0;1390;0.014189013;-0.15357639;0.007793207
Simulation_lift;0;1400;0.014563013;-0.15363264;0.011015954
Simulation_lift;0;1410;0.014723976;-0.15370366;0.014126811
Simulation_lift;0;1420;0.014694279;-0.15378673;0.017100506
Simulation_lift;0;1430;0.015029792;-0.15387881;0.019912872
Simulation_lift;0;1440;0.014848291;-0.1539766;0.022541186
Simulation_lift;0;1450;0.014746614;-0.15407664;0.02496441
Simulation_lift;0;1460;0.014578425;-0.15417543;0.027163316
Simulation_lift;0;1470;0.014375603;-0.15426959;0.029120542
Simulation_lift;0;1480;0.014689823;-0.15435593;0.030820664
Simulation_lift;0;1490;0.0148307355;-0.1544315;0.03225039
Simulation_lift;0;1500;0.015151528;-0.15449376;0.03339879
Simulation_lift;0;1510;0.01423977;-0.15454057;0.034257382
Simulation_lift;0;1520;0.014390642;-0.15457025;0.034819912
Simulation_lift;0;1530;0.014592682;-0.1545817;0.035082545
Simulation_lift;0;1540;0.014640166;-0.15457432;0.035043888
Simulation_lift;0;1550;0.014081541;-0.15454814;0.034704998
Simulation_lift;0;1560;0.01458042;-0.15450378;0.03406932
Simulation_lift;0;1570;0.014988473;-0.15444244;0.03314264
Simulation_lift;0;1580;0.014769747;-0.15436596;0.03193297
Simulation_lift;0;1590;0.014673606;-0.15427665;0.030450538
Simulation_lift;0;1600;0.014630386;-0.15417731;0.028707884
